date,loc,count,source,SFIPS,SFIPS,CFIPS,CFIPS,PLFIPS,GNIS-ID-maybe,unclear11,pop1990,pop2000,Name,State-abb,State,unclear17,unclear18,unclear19,unclear20,unclear21,unclear22,unclear23,unclear24,unclear25,Long,Lat
2/13/2012,Washington,2,http://www.heraldtribune.com/article/20120225/BREAKING/120229652,11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
2/10/2012,Atlanta,8,http://www.citizen-times.com/article/20120218/NEWS/302180028/3-arrested-Occupy-Asheville-not-dead?odyssey=tab%7Ctopnews%7Ctext%7CFrontpage,13,13,121,121,04000,351615,1016,0,486411,ATLANTA,GA,GEORGIA,1,b'             ',1,0,10000,10000,0,b'             ',0,-84.39035,33.74884
2/9/2012,Los Angeles,2,http://hudsonvalley.ynn.com/content/top_stories/574015/occupy-new-paltz-protesters-speak-out-after-4-arrested/,06,06,037,037,20802,1660583,261,126379,124283,EAST LOS ANGELES,CA,CALIFORNIA,3,b'             ',3,0,8470,8470,0,b'             ',0,-118.1686,34.0326
2/8/2012,Oakland,1,http://politicalticker.blogs.cnn.com/2012/02/14/protestors-disrupt-santorum-event-get-arrested/,06,06,001,001,53000,0600153,b'           ',372242,399484,OAKLAND,CA,CALIFORNIA,1,b'             ',1,0,8680,8680,0,b'             ',0,-122.2245,37.7715
2/6/2012,Portland,10,http://www.ajc.com/news/atlanta/12-occupy-atlanta-followers-1348372.html,41,41,051,051,59000,1136645,b'           ',437319,529121,PORTLAND DOWNTOWN,OR,OREGON,1,b'             ',1,0,4000,2840,0,b'             ',0,-122.68,45.52
2/6/2012,Flint,2,http://washingtonexaminer.com/local/2012/02/two-occupy-dc-protesters-arrested-targeted-occupation-merrill-lynch/273126,26,26,049,049,29000,626170,b'           ',140761,124943,FLINT,MI,MICHIGAN,1,b'             ',1,0,2480,6140,0,b'             ',0,-83.6928,43.0228
2/5/2012,Washington,1,http://www.ajc.com/news/8-occupy-atlanta-protesters-1343681.html,11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
2/4/2012,Washington,11,http://latimesblogs.latimes.com/lanow/2012/02/occupy-la-protesters-arrested-kamala-harris.html,11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
2/4/2012,Austin,5,http://www.mercurynews.com/breaking-news/ci_19932269,48,48,453,453,05000,1384879,b'           ',465622,656562,AUSTIN,TX,TEXAS,1,b'             ',1,0,13430,13430,0,b'             ',0,-97.7505,30.3059
2/2/2012,Buffalo,10,http://www.oregonlive.com/portland/index.ssf/2012/02/at_least_nine_arrested_in_occu.html,36,36,029,029,11000,973345,b'           ',328123,292648,BUFFALO,NY,NEW YORK,1,b'             ',1,0,9640,9640,0,b'             ',0,-78.8597,42.8898
2/2/2012,Orlando,2,http://www.mlive.com/news/flint/index.ssf/2012/02/video_two_occupy_flint_protest.html,12,12,095,095,53000,288240,106,164693,185951,ORLANDO,FL,FLORIDA,1,b'             ',1,0,7460,7460,0,b'             ',0,-81.3742,28.5047
2/2/2012,Honolulu,1,http://www.washingtonpost.com/local/at-freedom-plazas-occupy-cleanup-authorities-report-a-different-dynamic/2012/02/05/gIQAJ6KdsQ_story.html,15,15,003,003,17000,359331,18,2952,371657,HONOLULU,HI,HAWAII,1,b'             ',1,0,1500,650,0,b'             ',0,-157.8609,21.31
1/31/2012,Miami,3,http://www.washingtonpost.com/national/police-11-arrested-at-occupy-dc-site-officers-clear-park-of-unsanitary-conditions-a-2nd-day/2012/02/05/gIQA1qCrrQ_story.html,12,12,025,025,45000,295004,11,358548,362470,MIAMI,FL,FLORIDA,1,b'             ',1,0,18100,7500,0,b'             ',0,-80.2,25.77
1/30/2012,Charlotte,7,http://www.statesman.com/news/local/police-evict-protesters-at-occupy-austin-encampment-2147704.html,37,37,119,119,12000,996534,745,395934,540828,UNC CHARLOTTE,NC,NORTH CAROLINA,1,b'             ',1,0,3000,3000,0,b'             ',0,-80.7291,35.3025
1/30/2012,New York,12,http://www.timesunion.com/news/article/Occupy-Buffalo-removed-from-Niagara-Square-2971783.php,36,36,017,017,b'       ',946252,112,0,8008278,NEW YORK,NY,NEW YORK,b'             ',b'             ',b'              ',0,0,0,0,b'             ',0,-73.96542,40.78232
1/29/2012,Washington,1,"http://www.orlandosentinel.com/news/local/crime/os-occupy-orlando-arrests-courthouse-20120203,0,5234882.story",11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
1/29/2012,Des Moines,12,http://www.hawaiinewsnow.com/story/16660690/time-runs-out-for-occupy-honolulu-protestors-at-thomas-square,19,19,153,153,21000,465961,864,193187,198682,DES MOINES,IA,IOWA,1,b'             ',1,0,9550,9550,0,b'             ',0,-93.6174,41.5767
1/29/2012,Tampa,2,http://www.wsvn.com/news/articles/local/21006575008860/3-arrested-at-occupy-miami/,12,12,057,057,71000,292005,48,280015,303447,TAMPA,FL,FLORIDA,1,b'             ',1,0,7490,7490,0,b'             ',0,-82.4821,27.959
1/29/2012,Philadelphia,2,http://www.heraldonline.com/2012/01/30/3702187/6-arrested-as-charlotte-police.html#storylink=cpy,42,42,101,101,b'       ',1209052,b'           ',0,1209052,PHILADELPHIA,PA,PENNSYLVANIA,b'             ',b'             ',1,0,13080,0,0,b'             ',0,-75.1347,40.0068
1/28/2012,Oakland,409,http://cityroom.blogs.nytimes.com/2012/01/30/12-arrested-at-n-y-c-march-for-oakland-protesters/,06,06,001,001,53000,0600153,b'           ',372242,399484,OAKLAND,CA,CALIFORNIA,1,b'             ',1,0,8680,8680,0,b'             ',0,-122.2245,37.7715
1/27/2012,Washington,3,http://www.washingtonpost.com/blogs/crime-scene/post/one-protester-tased-arrested-at-occupy-dc/2012/01/29/gIQAxqRKaQ_blog.html,11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
1/27/2012,Reno,1,http://blogs.desmoinesregister.com/dmr/index.php/2012/01/30/12-occupy-protesters-arrested-outside-of-state-capitol/,32,32,031,031,60600,861100,4498,133850,180480,RENO,NV,NEVADA,1,b'             ',1,0,8000,550,0,b'             ',0,-119.8225,39.5387
1/26/2012,New York,37,http://www.tampabay.com/news/publicsafety/crime/police-arrest-two-occupy-tampa-protesters-they-say-confronted-officers/1213004,36,36,017,017,b'       ',946252,112,0,8008278,NEW YORK,NY,NEW YORK,b'             ',b'             ',b'              ',0,0,0,0,b'             ',0,-73.96542,40.78232
1/25/2012,Portland,4,http://www.philly.com/philly/news/breaking/138305584.html,41,41,051,051,59000,1136645,b'           ',437319,529121,PORTLAND DOWNTOWN,OR,OREGON,1,b'             ',1,0,4000,2840,0,b'             ',0,-122.68,45.52
1/25/2012,Miami,3,http://www.nbcbayarea.com/news/local/Occupy-Oakland-Mass-Arrest-Leads-to-Only-12-Charges-138503529.html,12,12,025,025,45000,295004,11,358548,362470,MIAMI,FL,FLORIDA,1,b'             ',1,0,18100,7500,0,b'             ',0,-80.2,25.77
1/24/2012,Miami,3,http://www.nbcwashington.com/news/local/Occupy-DC-Protesters-Arrested-138191684.html,12,12,025,025,45000,295004,11,358548,362470,MIAMI,FL,FLORIDA,1,b'             ',1,0,18100,7500,0,b'             ',0,-80.2,25.77
1/23/2012,Hull,2,http://www.rgj.com/article/20120127/NEWS/301270019/Reno-police-arrest-one-Occupy-protester-Thursday-night,25,25,023,023,31680,614090,50,10466,11050,HULL,MA,MASSACHUSETTS,2,b'             ',2,0,2100,1520,0,b'             ',0,-70.898,42.3
1/22/2012,Salt Lake City,1,http://online.wsj.com/article/AP781aa832b015410e99e493044502ef2b.html,49,49,035,035,67000,1454997,4266,0,181743,SALT LAKE CITY,UT,UTAH,1,b'             ',1,0,7370,3050,0,b'             ',0,-111.87,40.7773
1/22/2012,Raleigh,2,http://www.nwcn.com/news/138134813.html,37,37,183,183,55000,1024242,350,207951,276093,RALEIGH,NC,NORTH CAROLINA,1,b'             ',1,0,14999,6090,0,b'             ',0,-78.6588,35.822
1/20/2012,San Francisco,23,http://www.huffingtonpost.com/2012/01/24/three-more-occupy-arrested-gaim-boca_n_1229654.html,06,06,075,075,b'       ',277593,52,0,b'            ',SAN FRANCISCO,CA,CALIFORNIA,1,b'             ',1,0,13080,13080,0,b'             ',0,-122.41942,37.77493
1/20/2012,Washington,12,http://www.huffingtonpost.com/2012/01/24/three-occupy-members-arrested-gaim-boca_n_1227083.html?ref=miami#s633544&title=Police_Respond_To,11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
1/19/2012,Syracuse,7,http://online.wsj.com/article/APb5cf28d3a5874536aa2fc35f77f3e599.html,36,36,067,067,73000,966966,390,163860,147306,SYRACUSE,NY,NEW YORK,1,b'             ',1,0,9610,9610,0,b'             ',0,-76.1441,43.0411
1/19/2012,Eureka,6,http://www.sltrib.com/sltrib/money/53358381-79/hanna-police-sign-arrested.html.csp,06,06,023,023,23042,277605,44,27025,26128,EUREKA,CA,CALIFORNIA,1,b'             ',1,0,6470,6470,0,b'             ',0,-124.16,40.8
1/17/2012,Washington,4,http://www.wral.com/news/news_briefs/story/10630251/,11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
1/17/2012,Missoula,1,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2012/01/21/BAKA1MSQBN.DTL&tsp=1,30,30,063,063,50200,1781277,b'           ',42918,57053,MISSOULA,MT,MONTANA,1,b'             ',1,0,500,1600,0,b'             ',0,-113.99306,46.87222
1/16/2012,Baltimore,6,http://www.cnn.com/2012/01/20/us/occupy-courts/,24,24,510,510,04000,597040,100,736014,651154,BALTIMORE,MD,MARYLAND,1,b'             ',1,0,2900,3330,0,b'             ',0,-76.6106,39.3008
1/16/2012,New York,4,http://online.wsj.com/article/AP3d4cd7e8fcd4447da38ebbf7b985aa29.html,36,36,017,017,b'       ',946252,112,0,8008278,NEW YORK,NY,NEW YORK,b'             ',b'             ',b'              ',0,0,0,0,b'             ',0,-73.96542,40.78232
1/14/2012,Oakland,2,http://www.times-standard.com/news/ci_19773479,06,06,001,001,53000,0600153,b'           ',372242,399484,OAKLAND,CA,CALIFORNIA,1,b'             ',1,0,8680,8680,0,b'             ',0,-122.2245,37.7715
1/13/2012,San Diego,4,http://www.washingtonpost.com/local/handful-of-protesters-arrested-during-occupy-congress/2012/01/17/gIQAjGgO6P_story.html,06,06,073,073,66000,0607366,b'           ',54249,54260,SAN DIEGO,CA,CALIFORNIA,1,b'             ',1,0,8720,7640,0,b'             ',0,-117.1564,32.7153
1/12/2012,Los Angeles,2,http://www.therepublic.com/view/story/6c9d10e3cbb543119ccac08c4e6cd3ef/MT--Occupy-Missoula-Evicted/,06,06,037,037,20802,1660583,261,126379,124283,EAST LOS ANGELES,CA,CALIFORNIA,3,b'             ',3,0,8470,8470,0,b'             ',0,-118.1686,34.0326
1/11/2012,Miami,7,"http://www.baltimoresun.com/news/maryland/bs-md-ci-occupy-school-20120116-13,0,1708489.story",12,12,025,025,45000,295004,11,358548,362470,MIAMI,FL,FLORIDA,1,b'             ',1,0,18100,7500,0,b'             ',0,-80.2,25.77
1/10/2012,Philadelphia,3,http://www.wmctv.com/story/16530392/occupy-wall-street-marks-mlk-day-in-ny-4-arrested,42,42,101,101,b'       ',1209052,b'           ',0,1209052,PHILADELPHIA,PA,PENNSYLVANIA,b'             ',b'             ',1,0,13080,0,0,b'             ',0,-75.1347,40.0068
1/9/2012,Eureka,5,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2012/01/15/BANL1MPQHP.DTL&tsp=1,06,06,023,023,23042,277605,44,27025,26128,EUREKA,CA,CALIFORNIA,1,b'             ',1,0,6470,6470,0,b'             ',0,-124.16,40.8
1/9/2012,Boulder,1,http://www.sandiegoreader.com/news/2012/jan/17/stringers-mayoral-candidates-respond-occupy-/,08,08,013,013,07850,178680,5344,83312,94673,BOULDER,CO,COLORADO,2,+,2+,0,60,0,0,L,78,-105.251,40.0269
1/7/2012,Charlotte,2,http://usnews.msnbc.msn.com/_news/2012/01/17/10177446-prosecutors-aim-new-weapon-at-occupy-activists-lynching-allegation,37,37,119,119,12000,996534,745,395934,540828,UNC CHARLOTTE,NC,NORTH CAROLINA,1,b'             ',1,0,3000,3000,0,b'             ',0,-80.7291,35.3025
1/7/2012,Oakland,6,http://www.miamiherald.com/2012/01/12/2587102/fiu-seven-people-arrested-at-occupy.html,06,06,001,001,53000,0600153,b'           ',372242,399484,OAKLAND,CA,CALIFORNIA,1,b'             ',1,0,8680,8680,0,b'             ',0,-122.2245,37.7715
1/7/2012,San Francisco,1,http://www.citypaper.net/blogs/nakedcity/Amtrak-Police-arrest-3-Occupy-activists-for-mic-check-passing-out-leaflets-against-anti-abortion-bill.html,06,06,075,075,b'       ',277593,52,0,b'            ',SAN FRANCISCO,CA,CALIFORNIA,1,b'             ',1,0,13080,13080,0,b'             ',0,-122.41942,37.77493
1/7/2012,Santa Rosa,7,http://www.times-standard.com/localnews/ci_19703762,06,06,097,097,70098,220338,b'           ',113313,147595,SANTA ROSA,CA,CALIFORNIA,1,b'             ',1,0,8430,8430,0,b'             ',0,-122.7008,38.4486
1/7/2012,San Diego,3,http://www.dailycamera.com/boulder-county-news/ci_19706120,06,06,073,073,66000,0607366,b'           ',54249,54260,SAN DIEGO,CA,CALIFORNIA,1,b'             ',1,0,8720,7640,0,b'             ',0,-117.1564,32.7153
1/6/2012,Darien,1,http://www.charlotteobserver.com/2012/01/07/2907827/walkupy-protesters-arrive-in-charlotte.html,09,09,001,001,18920,206593,60,18130,19607,DARIEN,CT,CONNECTI,2,b'             ',2,0,890,890,0,b'             ',0,-73.4797,41.0511
1/4/2012,Oakland,12,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2012/01/08/BAS61MMFQ7.DTL,06,06,001,001,53000,0600153,b'           ',372242,399484,OAKLAND,CA,CALIFORNIA,1,b'             ',1,0,8680,8680,0,b'             ',0,-122.2245,37.7715
1/2/2012,Des Moines,12,http://www.sfexaminer.com/blogs/law-and-disorder/2012/01/protester-arrested-occupy-sf-event-excelsior-district,19,19,153,153,21000,465961,864,193187,198682,DES MOINES,IA,IOWA,1,b'             ',1,0,9550,9550,0,b'             ',0,-93.6174,41.5767
1/2/2012,Des Moines,3,http://rohnertpark.patch.com/articles/seven-arrested-at-occupy-santa-rosa-rally-all-from-sonoma-county,19,19,153,153,21000,465961,864,193187,198682,DES MOINES,IA,IOWA,1,b'             ',1,0,9550,9550,0,b'             ',0,-93.6174,41.5767
1/2/2012,New York,3,http://www.nbcsandiego.com/news/local/3-Arrested-at-Occupy-San-Diego--136907378.html,36,36,017,017,b'       ',946252,112,0,8008278,NEW YORK,NY,NEW YORK,b'             ',b'             ',b'              ',0,0,0,0,b'             ',0,-73.96542,40.78232
1/2/2012,New York,6,http://www.darientimes.com/news/darien-features/local-news/5002073-occupy-darien-organizer-arrested-for-breach-of-peace-other-charges-frida.html,36,36,017,017,b'       ',946252,112,0,8008278,NEW YORK,NY,NEW YORK,b'             ',b'             ',b'              ',0,0,0,0,b'             ',0,-73.96542,40.78232
1/2/2012,Bloomington,3,http://latimesblogs.latimes.com/lanow/2012/01/occupy-oakland-arrests-camp-dismantled.html,18,18,105,105,05860,431207,b'           ',60633,69291,BLOOMINGTON,IN,INDIANA,1,b'             ',1,0,5800,5800,0,b'             ',0,-86.5215,39.1666
1/1/2012,New York,68,http://caucuses.desmoinesregister.com/2012/01/02/live-coverage-occupy-group-die-in-at-hotel/,36,36,017,017,b'       ',946252,112,0,8008278,NEW YORK,NY,NEW YORK,b'             ',b'             ',b'              ',0,0,0,0,b'             ',0,-73.96542,40.78232
1/1/2012,Des Moines,1,http://caucuses.desmoinesregister.com/2012/01/02/three-occupy-protesters-arrested-at-romney-event/,19,19,153,153,21000,465961,864,193187,198682,DES MOINES,IA,IOWA,1,b'             ',1,0,9550,9550,0,b'             ',0,-93.6174,41.5767
12/31/2011,Urbandale,18,http://www.nydailynews.com/new-york/grand-central-latest-occupy-wall-street-destination-cops-bust-flash-mob-protesting-defense-act-article-1.1000584?localLinksEnabled=false,19,19,153,153,79950,462504,b'           ',23500,29072,URBANDALE,IA,IOWA,2,b'             ',2,0,9370,9370,0,b'             ',0,-93.7409,41.6365
12/30/2011,Oakland,14,http://www.theatlanticwire.com/national/2012/01/occupy-livestream-operators-will-be-homeless-after-they-get-out-jail/46989/,06,06,001,001,53000,0600153,b'           ',372242,399484,OAKLAND,CA,CALIFORNIA,1,b'             ',1,0,8680,8680,0,b'             ',0,-122.2245,37.7715
12/30/2011,Oakland,12,http://www.courier-journal.com/article/20120102/NEWS02/301020035/Occupy-Bloomington?odyssey=tab%7Ctopnews%7Ctext%7CHome,06,06,001,001,53000,0600153,b'           ',372242,399484,OAKLAND,CA,CALIFORNIA,1,b'             ',1,0,8680,8680,0,b'             ',0,-122.2245,37.7715
12/30/2011,Charlotte,2,http://www.nydailynews.com/news/national/cops-arrest-68-occupy-wall-street-protesters-retake-zuccotti-park-year-article-1.999479#ixzz1iHe2qL00,37,37,119,119,12000,996534,745,395934,540828,UNC CHARLOTTE,NC,NORTH CAROLINA,1,b'             ',1,0,3000,3000,0,b'             ',0,-80.7291,35.3025
12/30/2011,Honolulu,2,"http://www.chicagotribune.com/news/local/chi-ap-ia-occupy-iowa,0,148503.story",15,15,003,003,17000,359331,18,2952,371657,HONOLULU,HI,HAWAII,1,b'             ',1,0,1500,650,0,b'             ',0,-157.8609,21.31
12/30/2011,Kokomo,2,http://www.washingtonpost.com/national/bachmann-rallies-staff-as-at-least-5-occupy-movement-protesters-arrested-her-headquarters/2011/12/31/gIQAhexlSP_story.html,18,18,067,067,40392,437425,b'           ',44962,46113,KOKOMO,IN,INDIANA,1,b'             ',1,0,5770,5770,0,b'             ',0,-86.1331,40.4755
12/29/2011,Des Moines,12,http://www.mercurynews.com/breaking-news/ci_19646007,19,19,153,153,21000,465961,864,193187,198682,DES MOINES,IA,IOWA,1,b'             ',1,0,9550,9550,0,b'             ',0,-93.6174,41.5767
12/29/2011,Des Moines,5,http://www.mercurynews.com/breaking-news/ci_19642930,19,19,153,153,21000,465961,864,193187,198682,DES MOINES,IA,IOWA,1,b'             ',1,0,9550,9550,0,b'             ',0,-93.6174,41.5767
12/28/2011,Des Moines,10,http://latimesblogs.latimes.com/nationnow/2011/12/flag-burning-at-occupy-charlotte-creates-divide-among-members.html,19,19,153,153,21000,465961,864,193187,198682,DES MOINES,IA,IOWA,1,b'             ',1,0,9550,9550,0,b'             ',0,-93.6174,41.5767
12/28/2011,Bellingham,4,http://www.therepublic.com/view/story/bbc23318b926402ea7cfe3c3b4226b13/HI--Occupy-Honolulu-Arrests/,53,53,073,073,05280,1512001,100,52179,67171,BELLINGHAM,WA,WASHINGTON,1,b'             ',1,0,4180,4180,0,b'             ',0,-122.4669,48.744
12/25/2011,Eugene,4,http://kokomotribune.com/local/x191084102/Deputies-arrest-2-Occupy-protesters,41,41,039,039,23850,1120527,419,112669,137893,EUGENE,OR,OREGON,1,b'             ',1,0,4000,2830,0,b'             ',0,-123.1122,44.053
12/22/2011,Albany,4,http://motherjones.com/mojo/2011/12/occupy-protesters-arrested-iowa-democratic-party-headquarters,36,36,001,001,01000,977310,127,101082,95658,ALBANY,NY,NEW YORK,1,b'             ',1,0,9600,9600,0,b'             ',0,-73.7785,42.6606
12/22/2011,Orlando,1,http://www.washingtonpost.com/national/5-occupy-protesters-arrested-outside-of-ron-paul-campaign-headquarters-in-suburban-des-moines/2011/12/29/gIQAcvYgOP_story.html?tid=pm_national_pop,12,12,095,095,53000,288240,106,164693,185951,ORLANDO,FL,FLORIDA,1,b'             ',1,0,7460,7460,0,b'             ',0,-81.3742,28.5047
12/22/2011,San Diego,4,http://www.kttc.com/story/16407053/police-arrest-7-occupy-protesters-at-romney-office,06,06,073,073,66000,0607366,b'           ',54249,54260,SAN DIEGO,CA,CALIFORNIA,1,b'             ',1,0,8720,7640,0,b'             ',0,-117.1564,32.7153
12/22/2011,Buffalo,1,http://www.bellinghamherald.com/2011/12/28/2327699/occupy-bellingham-campers-begin.html,36,36,029,029,11000,973345,b'           ',328123,292648,BUFFALO,NY,NEW YORK,1,b'             ',1,0,9640,9640,0,b'             ',0,-78.8597,42.8898
12/22/2011,Tucson,1,http://www.registerguard.com/web/newslocalnews/27373828-41/poling-eugene-police-protesters-front.html.csp,04,04,019,019,77000,43534,2483,405390,486699,TUCSON,AZ,ARIZONA,1,b'             ',1,0,1780,1780,0,b'             ',0,-110.8917,32.1958
12/22/2011,Berkeley,2,http://www.foxnews.com/us/2011/12/23/4-arrested-as-cops-clear-occupy-albany-camp/,06,06,001,001,06000,1658037,150,102724,102743,BERKELEY,CA,CALIFORNIA,1,b'             ',1,0,8300,8300,0,b'             ',0,-122.2973,37.8672
12/21/2011,Long Beach,1,"http://www.sun-sentinel.com/news/local/breakingnews/os-occupy-orlando-arrest-writing-20111222,0,3784845.story",06,06,037,037,43000,1652747,29,429433,461522,LONG BEACH,CA,CALIFORNIA,1,b'             ',1,0,8690,8690,0,b'             ',0,-118.1598,33.7889
12/20/2011,Washington,7,http://www.signonsandiego.com/news/2011/dec/22/tension-over-new-occupy-san-diego-arrests/,11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
12/20/2011,Winston-Salem,1,http://www.wkbw.com/video/Second-Occupy-Camp-Raided-136059233.html,37,37,067,067,75000,997498,912,143485,185776,WINSTON-SALEM,NC,NORTH CAROLINA,1,b'             ',1,0,9999,6070,0,b'             ',0,-80.2629,36.1021
12/19/2011,Des Moines,8,http://www.tucsonsentinel.com/local/report/122211_occupy_tucson/police-evict-occupy-tucson-from-downtown-park/,19,19,153,153,21000,465961,864,193187,198682,DES MOINES,IA,IOWA,1,b'             ',1,0,9550,9550,0,b'             ',0,-93.6174,41.5767
12/19/2011,San Antonio,5,http://www.dailycal.org/2011/12/22/occupy-berkeley-protesters-remain-despite-eviction-notice/,48,48,029,029,65000,4802965,b'           ',935933,935933,SAN ANTONIO,TX,TEXAS,1,b'             ',1,0,13450,13450,0,b'             ',0,-98.5054,29.4577
12/19/2011,Denver,9,http://www.lbpost.com/news/greggorymoore/12961,08,08,031,031,20000,201738,5277,467610,554636,DENVER,CO,COLORADO,1,+,1+,0,200,0,0,L,195,-104.8727,39.768
12/19/2011,Binghamton,2,http://washingtonexaminer.com/blogs/capital-land/2011/12/seven-occupy-dc-protesters-arrested-outside-white-house/2021476,36,36,007,007,06607,943985,b'           ',53008,47380,BINGHAMTON,NY,NEW YORK,1,b'             ',1,0,9500,9500,0,b'             ',0,-75.9095,42.1016
12/19/2011,San Francisco,3,http://www2.journalnow.com/news/2011/dec/20/1/one-arrested-as-police-disband-occupy-protest-at-c-ar-1734324/,06,06,075,075,b'       ',277593,52,0,b'            ',SAN FRANCISCO,CA,CALIFORNIA,1,b'             ',1,0,13080,13080,0,b'             ',0,-122.41942,37.77493
12/19/2011,Washington,11,"http://www.chicagotribune.com/news/chi-ap-ia-occupyiowa-arrest,0,387729.story",11,11,001,001,50000,531871,18,606900,572059,WASHINGTON,DC,DISTRICT,1,b'             ',1,0,3400,10,0,b'             ',0,-77.0162,38.9051
12/18/2011,Los Angeles,7,http://www.mysanantonio.com/news/local_news/article/Police-arrest-Occupy-S-A-protesters-2412218.php,06,06,037,037,20802,1660583,261,126379,124283,EAST LOS ANGELES,CA,CALIFORNIA,3,b'             ',3,0,8470,8470,0,b'             ',0,-118.1686,34.0326
12/18/2011,Portland,1,http://www.9news.com/news/local/article/236950/346/Occupy-Denver-protestor-It-looks-like-an-us-versus-the-police-movement,41,41,051,051,59000,1136645,b'           ',437319,529121,PORTLAND DOWNTOWN,OR,OREGON,1,b'             ',1,0,4000,2840,0,b'             ',0,-122.68,45.52
12/17/2011,Raleigh,6,http://www.wicz.com/news2005/viewarticle.asp?a=21402,37,37,183,183,55000,1024242,350,207951,276093,RALEIGH,NC,NORTH CAROLINA,1,b'             ',1,0,14999,6090,0,b'             ',0,-78.6588,35.822
12/17/2011,Oakland,3,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2011/12/20/BAEV1MEK1E.DTL,06,06,001,001,53000,0600153,b'           ',372242,399484,OAKLAND,CA,CALIFORNIA,1,b'             ',1,0,8680,8680,0,b'             ',0,-122.2245,37.7715
12/17/2011,New York,50,http://www.washingtonpost.com/blogs/the-buzz/post/occupy-dc-11-arrested-while-protesting-national-defense-authorization-act/2011/12/20/gIQAbe966O_blog.html,36,36,017,017,b'       ',946252,112,0,8008278,NEW YORK,NY,NEW YORK,b'             ',b'             ',b'              ',0,0,0,0,b'             ',0,-73.96542,40.78232
12/17/2011,Pensacola,2,http://blogs.laweekly.com/informer/2011/12/occupy_la_december_arrests_city_hall_lapd.php,12,12,033,033,55925,294117,32,58165,56255,PENSACOLA,FL,FLORIDA,1,b'             ',1,0,7240,7240,0,b'             ',0,-87.195,30.421
12/17/2011,Portland,2,http://www.oregonlive.com/portland/index.ssf/2011/12/occupy_portland_march_particip.html,41,41,051,051,59000,1136645,b'           ',437319,529121,PORTLAND DOWNTOWN,OR,OREGON,1,b'             ',1,0,4000,2840,0,b'             ',0,-122.68,45.52
12/16/2011,Portland,1,http://www2.nbc17.com/news/2011/dec/17/7/least-4-protesters-arrested-occupy-raleigh-march-ar-1725795/,41,41,051,051,59000,1136645,b'           ',437319,529121,PORTLAND DOWNTOWN,OR,OREGON,1,b'             ',1,0,4000,2840,0,b'             ',0,-122.68,45.52
12/15/2011,Norfolk,4,http://www.mercurynews.com/breaking-news/ci_19564545,51,51,710,710,57000,1497051,10,103907,234403,DOWNTOWN NORFOLK,VA,VIRGINIA,1,b'             ',1,0,14000,3480,0,b'             ',0,-76.2835,36.855
12/15/2011,Orlando,1,http://www.cnn.com/2011/12/17/us/new-york-occupy-arrests/,12,12,095,095,53000,288240,106,164693,185951,ORLANDO,FL,FLORIDA,1,b'             ',1,0,7460,7460,0,b'             ',0,-81.3742,28.5047
12/14/2011,New Orleans,2,http://www.pnj.com/article/20111218/NEWS01/112180322/Occupy-protesters-charged-trespassing-City-Hall?odyssey=tab%7Ctopnews%7Ctext%7CFRONTPAGE,22,22,071,071,55000,2207155,b'           ',496938,484674,EAST NEW ORLEANS,LA,LOUISIANA,1,b'             ',1,0,3910,3910,0,b'             ',0,-89.9314,30.0658
12/13/2011,Orlando,1,http://www.oregonlive.com/portland/index.ssf/2011/12/two_arrested_in_occupy_portlan.html,12,12,095,095,53000,288240,106,164693,185951,ORLANDO,FL,FLORIDA,1,b'             ',1,0,7460,7460,0,b'             ',0,-81.3742,28.5047
12/13/2011,Brattleboro,11,http://www.oregonlive.com/portland/index.ssf/2011/12/one_person_arrested_after_occu.html,50,50,025,025,07975,1456556,240,8612,8289,BRATTLEBORO,VT,VERMONT,1,b'             ',1,0,640,640,0,b'             ',0,-72.5742,42.8613
12/13/2011,Portland,1,http://hamptonroads.com/2011/12/4-arrested-norfolk-occupy-protest-over-military-detention,41,41,051,051,59000,1136645,b'           ',437319,529121,PORTLAND DOWNTOWN,OR,OREGON,1,b'             ',1,0,4000,2840,0,b'             ',0,-122.68,45.52
